Sequence,Order,Suborder,Infraorder,Family,Genus,Scientific_name,Adult survival,Age at first breeding,Maximum longevity,Z,GenFLS,GenFL,GenFS,GenLength,Priority for research,
127,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Crax,Crax rubra,0.883838385,2.442865618,25.46765901,0.193790565,8.744835209,6.904853338,10.05156136,8.744835209,Low,
128,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Crax,Crax alberti,0.865355477,2.122350159,22.85556875,0.193790565,7.596253107,6.140252304,8.549313972,7.596253107,Low,
129,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Crax,Crax daubentoni,0.868689649,2.21254198,22.67493379,0.193790565,7.786905014,6.17796045,8.828087841,7.786905014,Low,
130,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Crax,Crax alector,0.873030652,2.273847514,22.74544317,0.193790565,7.9814964,6.241049603,9.149764149,7.9814964,Low,
131,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Crax,Crax fasciolata,0.869930444,2.229717114,23.43758084,0.193790565,7.841890709,6.339601008,8.917911268,7.841890709,Low,
132,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Crax,Crax pinima,0.47487037,2.000273823,22,0.193790565,2.90456214,5.876032059,2.904565531,5.876032059,Low,
133,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Crax,Crax globulosa,0.893418819,2.152980601,21.33320125,0.193790565,8.189658677,5.869926397,10.53550002,8.189658677,Low,
134,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Crax,Crax blumenbachii,0.879005076,2.364168311,25.08832839,0.193790565,8.49102819,6.767896132,9.628977833,8.49102819,Low,
135,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Mitu,Mitu tomentosum,0.864396677,2.299839394,22.92313731,0.193790565,7.745162076,6.296439949,8.674289945,7.745162076,Low,
136,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Mitu,Mitu mitu,0.862345409,2.330897371,23,0.193790565,7.715539355,6.336374448,8.595457112,7.715539355,Low,
137,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Mitu,Mitu tuberosum,0.861390475,2.317697405,23.87778331,0.193790565,7.763783055,6.495838634,8.532208818,7.763783055,Low,
138,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Mitu,Mitu salvini,0.879100188,2.269503625,24.72905102,0.193790565,8.399765943,6.621952004,9.540815081,8.399765943,Low,
139,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Pauxi,Pauxi unicornis,0.901893121,3.542487265,29.48618976,0.235975137,10.83130442,9.664556016,12.73545243,10.83130442,Low,
140,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Pauxi,Pauxi koepckeae,0.47487037,1.359616293,13.22267054,0.142143345,2.263096206,3.045870506,2.263908001,3.045870506,Medium,
141,GALLIFORMES,GALLIFORMES,GALLIFORMES,Cracidae,Pauxi,Pauxi pauxi,0.879268341,3.162526704,26.16027151,0.235975137,9.298808633,8.589422685,10.4453583,9.298808633,Low,
142,GALLIFORMES,GALLIFORMES,GALLIFORMES,Numididae,Numida,Numida meleagris,0.614821092,1.138523325,10.93700327,0.142143345,2.682275619,2.53131204,2.73471948,2.682275619,Low,
143,GALLIFORMES,GALLIFORMES,GALLIFORMES,Numididae,Agelastes,Agelastes meleagrides,0.489220502,1.205006739,10.04537868,0.142143345,2.154939341,2.461606778,2.16279871,2.461606778,Low,
144,GALLIFORMES,GALLIFORMES,GALLIFORMES,Numididae,Agelastes,Agelastes niger,0.84156157,2.189896134,15.32769322,0.193790565,6.127486869,4.735877254,7.501496167,6.127486869,Low,
145,GALLIFORMES,GALLIFORMES,GALLIFORMES,Numididae,Acryllium,Acryllium vulturinum,0.392683255,1.055792944,11.50462482,0.142143345,1.702218856,2.541024858,1.702380179,2.541024858,Low,
146,GALLIFORMES,GALLIFORMES,GALLIFORMES,Numididae,Guttera,Guttera plumifera,0.614403472,1.451949202,12.44186434,0.142143345,3.010509145,3.014092501,3.045333549,3.014092501,Low,
147,GALLIFORMES,GALLIFORMES,GALLIFORMES,Numididae,Guttera,Guttera verreauxi,0.47487037,1.359616293,13.22267054,0.142143345,2.263096206,3.045870506,2.263908001,3.045870506,Low,
148,GALLIFORMES,GALLIFORMES,GALLIFORMES,Numididae,Guttera,Guttera pucherani,0.810728834,2.260976293,17.19503752,0.193790565,5.966932988,5.155056456,6.544401239,5.966932988,Low,
149,GALLIFORMES,GALLIFORMES,GALLIFORMES,Numididae,Guttera,Guttera edouardi,0.47487037,1.359616293,13.22267054,0.142143345,2.263096206,3.045870506,2.263908001,3.045870506,Low,
150,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Ptilopachus,Ptilopachus petrosus,0.660463,1.449231668,13.08590576,0.142143345,3.334995815,3.103307448,3.39441879,3.334995815,Low,
151,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Ptilopachus,Ptilopachus nahani,0.726957991,1.719126886,14.61586377,0.193790565,4.21852974,4.218392813,4.381566976,4.21852974,Low,
152,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Philortyx,Philortyx fasciatus,0.614057206,1.289787467,12.18062985,0.142143345,2.846256103,2.837848233,2.880845042,2.846256103,Low,
153,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Oreortyx,Oreortyx pictus,0.443783541,1.017874468,11.99660862,0.142143345,1.815035423,2.578428464,1.815735685,2.578428464,Low,
154,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Colinus,Colinus virginianus,0.56,1.035018325,9.254334893,0.142143345,2.258734621,2.203339476,2.307745598,2.258734621,Low,
155,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Colinus,Colinus nigrogularis,0.61362223,1.031070885,8.93007681,0.142143345,2.506817732,2.153862009,2.619211502,2.506817732,Low,
156,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Colinus,Colinus leucopogon,0.621010831,1.029334557,8.791808875,0.142143345,2.542577191,2.132718622,2.66793239,2.542577191,Low,
157,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Colinus,Colinus cristatus,0.344961902,0.723446988,6.413837444,0.142143345,1.239948057,1.532298122,1.250075749,1.532298122,Medium,
158,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Callipepla,Callipepla squamata,0.350884914,1.025611263,8.956021549,0.142143345,1.565444423,2.152866308,1.566170128,2.152866308,Low,
159,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Callipepla,Callipepla douglasii,0.530609699,1.356423819,9.570509969,0.142143345,2.469124716,2.5240015,2.486847046,2.5240015,Low,
160,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Callipepla,Callipepla gambelii,0.4,1.00511408,8.891931043,0.142143345,1.669420832,2.126172625,1.671780747,2.126172625,Low,
161,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Callipepla,Callipepla californica,0.4,1,9.6,0.142143345,1.665617981,2.222432767,1.666666667,2.222432767,Low,
162,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Dendrortyx,Dendrortyx barbatus,0.796514209,2.014859278,16.08294466,0.193790565,5.418059096,4.741121493,5.929207327,5.418059096,Low,
163,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Dendrortyx,Dendrortyx macroura,0.744771177,1.834409777,16.63453403,0.193790565,4.607787024,4.702534218,4.752462559,4.702534218,Low,
164,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Dendrortyx,Dendrortyx leucophrys,0.718184555,1.710103079,15.47459728,0.193790565,4.121224383,4.377532187,4.258524636,4.377532187,Low,
165,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus gujanensis,0.765831437,1.820343793,13.854177,0.193790565,4.672530393,4.152387129,5.090771844,4.672530393,Low,
166,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus capueira,0.700688757,1.837955273,15.67428812,0.193790565,4.106337435,4.519306033,4.178959072,4.519306033,Low,
167,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus melanotis,0.769036425,1.843635656,14.46366642,0.193790565,4.730952693,4.289278548,5.173322707,4.730952693,Low,
168,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus erythrops,0.808350619,1.849009444,14.44882976,0.193790565,5.19397167,4.290735742,6.066871327,5.19397167,Low,
169,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus atrifrons,0.79749274,1.814720475,14.43709311,0.193790565,5.028481035,4.2608172,5.75281504,5.028481035,Low,
170,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus hyperythrus,0.808262751,1.853561064,14.50789761,0.193790565,5.320001465,4.305852093,6.069031742,5.320001465,Low,
171,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus melanonotus,0.809824133,1.834955771,14.22110629,0.193790565,5.197993586,4.235274878,6.093246509,5.197993586,Low,
172,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus speciosus,0.798276149,1.829428377,14.59105918,0.193790565,5.162661754,4.302512021,5.786700385,5.162661754,Low,
173,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus dialeucos,0.79312903,1.760842619,13.92641265,0.193790565,4.922883028,4.118415309,5.594773644,4.922883028,Low,
174,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus strophium,0.801391612,1.812412856,14.26384124,0.193790565,5.07287753,4.225382198,5.847446925,5.07287753,Low,
175,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus columbianus,0.699077164,1.583723998,12.94233661,0.193790565,3.741090174,3.784915954,3.906835043,3.784915954,Low,
176,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus leucolaemus,0.686412065,1.575555249,14.16899259,0.193790565,3.666092939,4.016044587,3.764453444,4.016044587,Low,
177,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus balliviani,0.79545886,1.829906488,14.70274935,0.193790565,5.126271251,4.324541979,5.718898502,5.126271251,Low,
178,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus stellatus,0.804078424,1.849870433,14.62423968,0.193790565,5.260023464,4.325422667,5.953953508,5.260023464,Low,
179,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Odontophorus,Odontophorus guttatus,0.719146798,1.663616089,15.02981974,0.193790565,4.084270854,4.253860246,4.224195042,4.253860246,Low,
180,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Rhynchortyx,Rhynchortyx cinctus,0.768720841,1.627269895,11.70129003,0.193790565,4.305994007,3.579519949,4.951049021,4.305994007,Low,
181,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Dactylortyx,Dactylortyx thoracicus,0.66322377,1.461944351,13.68013286,0.142143345,3.386528969,3.198678536,3.431275055,3.386528969,Low,
182,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Cyrtonyx,Cyrtonyx montezumae,0.441255263,1,9.344033828,0.142143345,1.784014834,2.186048879,1.78972603,2.186048879,Low,
183,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Cyrtonyx,Cyrtonyx sallei,0.47487037,1,13.22267054,0.142143345,1.903479913,2.737371275,1.904291708,2.737371275,Low,
184,GALLIFORMES,GALLIFORMES,GALLIFORMES,Odontophoridae,Cyrtonyx,Cyrtonyx ocellatus,0.773450143,1.127593994,13.48474466,0.142143345,4.063841315,2.884080724,4.541633417,4.063841315,Low,
185,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Xenoperdix,Xenoperdix udzungwensis,0.789568801,1.759472788,12.57329968,0.193790565,4.763216802,3.855090411,5.511619831,4.763216802,Low,
186,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Rollulus,Rollulus rouloul,0.691754271,1.506176262,11.76444801,0.193790565,3.556043757,3.49413254,3.750341244,3.556043757,Low,
187,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila torqueola,0.732739788,1.755193279,13.1097606,0.193790565,4.202349198,3.955601295,4.496865085,4.202349198,Low,
188,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila rufogularis,0.753914986,1.783370541,11.74578399,0.193790565,4.33200332,3.713992272,4.847006858,4.33200332,Low,
189,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila atrogularis,0.734180762,1.657167106,10.9933605,0.193790565,3.942411299,3.466433299,4.419122063,3.942411299,Low,
190,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila crudigularis,0.594039893,1.313098691,10.43469659,0.142143345,2.721372566,2.609673128,2.776394918,2.721372566,High,
191,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila mandellii,0.757826064,1.764355523,11.68951938,0.193790565,4.346953763,3.687758635,4.893619045,4.346953763,Low,
192,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila brunneopectus,0.786741349,1.800055677,12.30996406,0.193790565,4.642456133,3.836776761,5.489197221,4.642456133,Low,
193,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila rufipectus,0.719552931,1.732737102,10.70408161,0.193790565,3.912021162,3.471299023,4.298472353,3.912021162,Low,
194,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila gingica,0.681501515,1.494155876,10.31971213,0.142143345,3.413008157,2.748649963,3.633888236,3.413008157,Low,
195,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila davidi,0.785877879,1.735271846,11.64904482,0.193790565,4.569701947,3.656467512,5.405503933,4.569701947,Low,
196,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila cambodiana,0.792966783,1.793336504,12.04932113,0.193790565,4.693566511,3.780849559,5.623479292,4.693566511,Low,
197,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila campbelli,0.807658136,1.850072151,12.17738855,0.193790565,4.889210667,3.851408631,6.049148313,4.889210667,Low,
198,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila rolli,0.80872872,1.850072151,15,0.193790565,5.32282268,4.398404099,6.078248592,5.32282268,Low,
199,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila sumatrana,0.810072581,1.850072151,12.09878602,0.193790565,4.912351243,3.836176202,6.115241368,4.912351243,Low,
200,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila orientalis,0.799913518,1.993249041,11.94758047,0.193790565,4.958746008,3.922304553,5.991087925,4.958746008,Low,
201,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila javanica,0.758581697,1.769511828,10.84611171,0.193790565,4.238211667,3.528471247,4.911699838,4.238211667,Low,
202,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila rubrirostris,0.794188095,1.712956829,11.18093184,0.193790565,4.462827078,3.547761056,5.571762251,4.462827078,Low,
203,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila hyperythra,0.800934794,1.773699888,11.60425841,0.193790565,4.748855809,3.678769378,5.797179481,4.748855809,Low,
204,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila ardens,0.804152376,1.979694198,12.22461479,0.193790565,4.985385429,3.965063148,6.085704573,4.985385429,Low,
205,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila chloropus,0.786423649,1.880485211,11.63637219,0.193790565,4.719951651,3.771084061,5.562651543,4.719951651,Low,
206,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila tonkinensis,0.47487037,1.359616293,11.75,0.142143345,2.262329884,2.836540189,2.263908001,2.836540189,High,
207,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila charltonii,0.797373027,1.772749049,11.70171271,0.193790565,4.714288936,3.696888527,5.707926164,4.714288936,Low,
208,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Arborophila,Arborophila graydoni,0.47487037,1.359616293,11.75,0.142143345,2.262329884,2.836540189,2.263908001,2.836540189,High,
209,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Rhizothera,Rhizothera longirostris,0.820081977,2.244196729,16.61153875,0.193790565,6.103401893,5.028452057,6.802283592,6.103401893,Low,
210,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Rhizothera,Rhizothera dulitensis,0.47487037,1.359616293,13.22267054,0.142143345,2.263096206,3.045870506,2.263908001,3.045870506,Medium,
211,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Melanoperdix,Melanoperdix niger,0.739225952,1.751526011,14.66998861,0.193790565,4.379547199,4.255002177,4.586263431,4.379547199,Low,
212,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Haematortyx,Haematortyx sanguiniceps,0.578347549,1.297790828,9.820107827,0.142143345,2.627367596,2.509181473,2.669412285,2.627367596,High,
213,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Caloperdix,Caloperdix oculeus,0.540272939,1.140706318,9.790708591,0.142143345,2.294674954,2.370246575,2.315910009,2.370246575,High,
214,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Galloperdix,Galloperdix spadicea,0.788049071,1.942793285,15.46623435,0.193790565,5.143703536,4.56350857,5.660866495,5.143703536,Low,
215,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Galloperdix,Galloperdix lunulata,0.771591756,1.815278766,14.47231837,0.193790565,4.730846545,4.268093622,5.193404452,4.730846545,Low,
216,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Galloperdix,Galloperdix bicalcarata,0.821673978,2.093495421,15.34035925,0.193790565,5.744846731,4.660612647,6.701201962,5.744846731,Low,
217,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Afropavo,Afropavo congensis,0.859425148,2.745875553,17.75588939,0.235975137,7.304525954,6.287865625,8.859523448,7.304525954,Low,
218,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Pavo,Pavo cristatus,0.833452812,4,24.46984333,0.235975137,8.536252457,8.830374084,9.004304318,8.830374084,Low,
219,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Pavo,Pavo muticus,0.831908377,4,18.11405522,0.235975137,7.936147097,7.330566114,8.949136442,7.936147097,Low,
220,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Argusianus,Argusianus argus,0.860772526,3.132651646,22.90477705,0.235975137,8.37341028,7.798381647,9.315142079,8.37341028,Low,
221,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Rheinardia,Rheinardia ocellata,0.819960716,2.076300146,15.69545187,0.193790565,5.825849888,4.715563253,6.630643497,5.825849888,Low,
222,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Polyplectron,Polyplectron napoleonis,0.831754673,2.056755052,15.72715603,0.193790565,5.990459762,4.705949781,7.000456537,5.990459762,Low,
223,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Polyplectron,Polyplectron malacense,0.871562214,2.444708071,17.81499143,0.193790565,7.41233657,5.423323967,9.230578812,7.41233657,Low,
224,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Polyplectron,Polyplectron schleiermacheri,0.859321503,2.269271981,16.40535658,0.193790565,6.657488977,5.008711802,8.37767889,6.657488977,Low,
225,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Polyplectron,Polyplectron germaini,0.85069645,2.216463519,16.88232642,0.193790565,6.612619301,5.058569377,7.914227906,6.612619301,Low,
226,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Polyplectron,Polyplectron katsumatae,0.808007655,2.061514324,16.00168364,0.193790565,5.631146972,4.762987612,6.270055321,5.631146972,Low,
227,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Polyplectron,Polyplectron bicalcaratum,0.840223487,2.148712776,17.1571918,0.193790565,6.35525702,5.057214406,7.407454948,6.35525702,Low,
228,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Polyplectron,Polyplectron inopinatum,0.830706615,2.140751043,14.38936298,0.193790565,5.766561816,4.514416471,7.047656384,5.766561816,Low,
229,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Polyplectron,Polyplectron chalcurum,0.843275447,2.183853493,16.12946984,0.193790565,6.303556508,4.886382364,7.564474658,6.303556508,Low,
230,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Margaroperdix,Margaroperdix madagarensis,0.47487037,0.576969361,7.308149958,0.142143345,1.442934946,1.533761887,1.481261069,1.533761887,High,
231,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Coturnix,Coturnix coturnix,0.342146711,1,14.6,0.142143345,1.520094221,2.933149492,1.520095767,2.933149492,Low,
232,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Coturnix,Coturnix japonica,0.383181881,0.809032283,10.36142321,0.142143345,1.429573271,2.166841082,1.430255735,2.166841082,Low,
233,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Coturnix,Coturnix coromandelica,0.598139298,1.091053431,11.26964238,0.142143345,2.540774969,2.537872112,2.57947789,2.540774969,Low,
234,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Coturnix,Coturnix delegorguei,0.555775067,1.015746623,10.1530403,0.142143345,2.238660762,2.31455211,2.266858449,2.31455211,Low,
235,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Coturnix,Coturnix pectoralis,0.50810957,0.958057598,10.7253915,0.142143345,1.984615963,2.346419111,1.991030673,2.346419111,Low,
236,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Coturnix,Coturnix novaezelandiae,0.477470505,0.791941402,10.69583333,0.142143345,1.702473535,2.199713729,1.705708968,2.199713729,Low,
237,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Synoicus,Synoicus ypsilophorus,0.443950554,0.947767002,9.896150893,0.142143345,1.743193299,2.219720221,1.746168218,2.219720221,Low,
238,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Synoicus,Synoicus chinensis,0.51207264,0.985702337,9.119565227,0.142143345,2.013346393,2.141876816,2.035187736,2.141876816,Low,
239,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Synoicus,Synoicus adansonii,0.47487037,1.359616293,13.22267054,0.142143345,2.263096206,3.045870506,2.263908001,3.045870506,Low,
240,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Anurophasis,Anurophasis monorthonyx,0.774325301,1.954150377,16.37533021,0.193790565,5.054623201,4.748838965,5.385307279,5.054623201,Low,
241,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Tetraogallus,Tetraogallus caucasicus,0.709681433,1.118633731,21.12752933,0.142143345,3.547462778,3.962765081,3.563125795,3.962765081,Low,
242,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Tetraogallus,Tetraogallus caspius,0.733953433,1.144998396,21.43848875,0.142143345,3.8719764,4.029582997,3.903738872,4.029582997,Low,
243,GALLIFORMES,GALLIFORMES,GALLIFORMES,Phasianidae,Tetraogallus,Tetraogallus himalayensis,0.668035207,1.052911829,20.25809073,0.142143345,3.059011121,3.782800199,3.065279469,3.782800199,Low,
