Sequence,Order,Suborder,Infraorder,Family,Genus,Scientific_name,Adult survival,Age at first breeding,Maximum longevity,Z,GenFLS,GenFL,GenFS,GenLength,Priority for research,
4439,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Prioniturus,Prioniturus verticalis,0.68320117,1.399261706,10.84566994,0.142143345,3.38677492,2.742005771,3.55583902,3.38677492,Very High,6.07964076
4440,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Prioniturus,Prioniturus flavicans,0.741511356,1.681419849,12.84178788,0.193790565,4.20905396,3.844193875,4.550061753,4.20905396,High,
4441,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Prioniturus,Prioniturus luconensis,0.718674536,1.656220957,13.15981297,0.193790565,3.978606706,3.885508553,4.210822754,3.978606706,Very High,6.962145246
4442,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Prioniturus,Prioniturus discurus,0.715251548,1.743034655,13.60526204,0.193790565,4.086051811,4.041822402,4.254906249,4.086051811,Very High,6.962145246
4443,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Eclectus,Eclectus roratus,0.812359174,4,40.8,0.235975137,8.315193125,12.68388504,8.329330622,12.68388504,Low,
4444,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Eclectus,Eclectus infectus,0.804528571,4,40.8,0.235975137,8.106054176,12.68388504,8.115837159,12.68388504,Low,
4445,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Geoffroyus,Geoffroyus geoffroyi,0.727931254,1.638596011,13.84966736,0.193790565,4.101239004,4.004986427,4.314137633,4.101239004,High,
4446,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Geoffroyus,Geoffroyus simplex,0.697457773,1.471925882,12.96361284,0.142143345,3.655992163,3.105392706,3.777249605,3.655992163,Very High,6.07964076
4447,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Geoffroyus,Geoffroyus heteroclitus,0.754160135,1.807586208,13.98560012,0.193790565,4.534709224,4.167570405,4.875274742,4.534709224,High,
4448,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Geoffroyus,Geoffroyus hyacinthinus,0.804528571,2.118041099,25.24861721,0.193790565,6.103393022,6.600528512,6.233878258,6.600528512,Low,
4449,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Tanygnathus,Tanygnathus megalorynchos,0.787686237,2.048101258,23,0.193790565,5.64210607,6.108381553,5.758111508,6.108381553,Low,
4450,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Tanygnathus,Tanygnathus lucionensis,0.780783309,1.697501655,15.02287848,0.193790565,4.806965105,4.279833959,5.2591981,4.806965105,High,
4451,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Tanygnathus,Tanygnathus sumatranus,0.776645196,1.975572792,16.90429764,0.193790565,5.16741649,4.868618815,5.452754308,5.16741649,Medium,
4452,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Tanygnathus,Tanygnathus gramineus,0.773873111,1.927542808,16.37373354,0.193790565,5.022102479,4.727078272,5.349838646,5.022102479,Medium,
4453,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittinus,Psittinus cyanurus,0.611428094,1.030029969,10.2,0.142143345,2.529997045,2.333480183,2.603556219,2.529997045,Very High,5.104178853
4454,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittinus,Psittinus abbotti,0.804528571,2.118041099,10.2,0.193790565,4.75398614,3.684248481,6.233878258,4.75398614,High,
4455,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula finschii,0.624694735,2.30376946,19.98619888,0.193790565,3.965775397,5.730457448,3.968267119,5.730457448,Medium,
4456,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula himalayana,0.689199808,2.584650125,23.22096394,0.235975137,4.793686053,7.454307105,4.802151355,7.454307105,Low,
4457,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula roseata,0.736904828,2.98577218,22.65756056,0.235975137,5.752118181,7.627825138,5.786678112,7.627825138,Low,
4458,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula cyanocephala,0.604237323,3,18.8,0.235975137,4.523522973,6.728407165,4.526766818,6.728407165,Low,
4459,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula alexandri,0.695937121,2.865516826,23.3,0.235975137,5.143925319,7.687546793,5.15431026,7.687546793,Low,
4460,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula derbiana,0.77067994,2.796150992,23.09384115,0.235975137,6.068069718,7.585901208,6.156868497,7.585901208,Low,
4461,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula longicauda,0.761046775,2.830155464,19.37578733,0.235975137,5.849632084,6.73451321,6.015074918,6.73451321,Low,
4462,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula caniceps,0.76707282,3.047770188,23.41885441,0.235975137,6.260521886,7.854839578,6.340957441,7.854839578,Low,
4463,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula columboides,0.63057331,2.203453571,18.82864721,0.193790565,3.905877347,5.42525924,3.910350574,5.42525924,Medium,
4464,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula calthrapae,0.719860358,3.031238537,22.13553956,0.235975137,5.572922676,7.539378588,5.600886848,7.539378588,Low,
4465,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula eupatria,0.717583121,3.085525446,30,0.235975137,5.623810294,9.436672266,5.626390296,9.436672266,Low,
4466,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula wardi,0.804528571,2.98577218,30,0.235975137,7.038031722,9.360458291,7.101609339,9.360458291,Low,
4467,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula krameri,0.681873857,3,34,0.235975137,5.143254529,10.31522925,5.143407174,10.31522925,Low,
4468,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula eques,0.727594127,2.800723457,34,0.235975137,5.470498338,10.16297701,5.471716263,10.16297701,Low,
4469,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Psittacula,Psittacula exsul,0.804528571,2.779955406,25.3625,0.235975137,6.740156384,8.10887446,6.895792565,8.10887446,Low,
4470,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Lophopsittacus,Lophopsittacus bensoni,0.804528571,2.118041099,25.24861721,0.193790565,6.103393022,6.600528512,6.233878258,6.600528512,Low,
4471,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Lophopsittacus,Lophopsittacus mauritianus,0.804528571,2.118041099,25.24861721,0.193790565,6.103393022,6.600528512,6.233878258,6.600528512,Low,
4472,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Necropsittacus,Necropsittacus rodricanus,0.804528571,2.118041099,25.24861721,0.193790565,6.103393022,6.600528512,6.233878258,6.600528512,Low,
4473,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Micropsitta,Micropsitta keiensis,0.532609291,0.893724166,7.957570119,0.142143345,1.981120543,1.897802858,2.033261775,1.981120543,Very High,5.589665842
4474,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Micropsitta,Micropsitta geelvinkiana,0.540983667,0.895143276,7.866702546,0.142143345,2.014591368,1.886104031,2.073714991,2.014591368,Very High,5.589665842
4475,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Micropsitta,Micropsitta pusio,0.596416233,1.049000536,8.816731861,0.142143345,2.440033907,2.15313185,2.526800888,2.440033907,Very High,5.589665842
4476,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Micropsitta,Micropsitta meeki,0.511762826,0.905901459,7.980509975,0.142143345,1.916269263,1.911509978,1.954086344,1.916269263,Very High,5.589665842
4477,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Micropsitta,Micropsitta finschii,0.544970407,0.930916316,8.308278804,0.142143345,2.065847007,1.979559297,2.128575579,2.065847007,Very High,5.589665842
4478,PSITTACIFORMES,PSITTACIFORMES,PSITTACIFORMES,Psittacidae,Micropsitta,Micropsitta bruijnii,0.508660018,0.911872723,8.104538633,0.142143345,1.911110158,1.934262315,1.947123337,1.934262315,Very High,5.589665842
4479,PASSERIFORMES,ACANTHISITTI,ACANTHISITTI,Acanthisittidae,Acanthisitta,Acanthisitta chloris,0.521518354,0.874921555,6.563452551,0.142143345,1.890638142,1.683508379,1.964865879,1.890638142,Low,
4480,PASSERIFORMES,ACANTHISITTI,ACANTHISITTI,Acanthisittidae,Xenicus,Xenicus longipes,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4481,PASSERIFORMES,ACANTHISITTI,ACANTHISITTI,Acanthisittidae,Xenicus,Xenicus gilviventris,0.629044761,1.136400117,8.890029303,0.142143345,2.691173302,2.238526905,2.832143147,2.691173302,Low,
4482,PASSERIFORMES,ACANTHISITTI,ACANTHISITTI,Acanthisittidae,Traversia,Traversia lyalli,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4483,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta erythrogaster,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4484,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta inspeculata,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4485,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta caeruleitorques,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4486,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta palliceps,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4487,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta celebensis,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4488,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta dohertyi,0.692796054,1.309023259,9.648362624,0.142143345,3.302817517,2.494404851,3.56418978,3.302817517,Low,
4489,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta rufiventris,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4490,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta rubrinucha,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4491,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta macklotii,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4492,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta meeki,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4493,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta gazellae,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4494,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta splendida,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4495,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta novaehibernicae,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4496,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta kochi,0.74805071,1.548602407,11.34767424,0.193790565,3.937134756,3.447570074,4.517655068,3.937134756,Low,
4497,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta venusta,0.748000458,1.646291946,10.73364888,0.193790565,4.03444529,3.407335981,4.614553126,4.03444529,Low,
4498,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta arquata,0.735405185,1.531494773,9.953886277,0.193790565,3.706627649,3.163674781,4.310858326,3.706627649,Low,
4499,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta granatina,0.74281602,1.573742605,10.13140148,0.193790565,3.796497137,3.232136153,4.462009674,3.796497137,Low,
4500,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Erythropitta,Erythropitta ussheri,0.722119283,1.342702173,9.594301225,0.142143345,3.540349227,2.515612064,3.941368575,3.540349227,Low,
4501,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Hydrornis,Hydrornis phayrei,0.696261463,1.481032865,10.68186973,0.142143345,3.564379112,2.788870594,3.773338181,3.564379112,Low,
4502,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Hydrornis,Hydrornis oatesi,0.706880567,1.535187914,11.10834314,0.193790565,3.625249553,3.390375074,3.946766566,3.625249553,Low,
4503,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Hydrornis,Hydrornis nipalensis,0.708767166,1.545135515,11.39396485,0.193790565,3.648325465,3.453745716,3.978814288,3.648325465,Low,
4504,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Hydrornis,Hydrornis soror,0.740401745,1.642120794,11.57843516,0.193790565,4.075671427,3.567684769,4.494226811,4.075671427,Low,
4505,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Hydrornis,Hydrornis caeruleus,0.785537942,1.910552493,12.59717973,0.193790565,4.872166825,3.981520023,5.573381943,4.872166825,Low,
4506,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Hydrornis,Hydrornis schneideri,0.75552075,1.48972262,10.50444608,0.142143345,4.05226534,2.771105567,4.580049304,4.05226534,Low,
4507,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Hydrornis,Hydrornis cyaneus,0.641168265,1.341163612,10.11187776,0.142143345,3.009176061,2.587862259,3.127985129,3.009176061,Low,
4508,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Hydrornis,Hydrornis gurneyi,0.665911377,1.341453517,9.45062489,0.142143345,3.096812472,2.494118261,3.334671278,3.096812472,Low,
4509,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Hydrornis,Hydrornis elliotii,0.730459106,1.583766349,11.08087057,0.193790565,3.841756729,3.424215542,4.29377853,3.841756729,Low,
4510,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Hydrornis,Hydrornis guajanus,0.703426575,1.478701703,10.13116901,0.142143345,3.544869909,2.708592349,3.850547984,3.544869909,Low,
4511,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Hydrornis,Hydrornis schwaneri,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4512,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Hydrornis,Hydrornis irena,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4513,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Hydrornis,Hydrornis baudii,0.746124871,1.593243141,10.26161397,0.193790565,3.837417292,3.273091622,4.532187471,3.837417292,Low,
4514,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta reichenowi,0.748000458,1.646291946,9.016557619,0.193790565,3.745398299,3.074579895,4.614553126,3.745398299,Low,
4515,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta angolensis,0.680819593,1.459880149,8.313691862,0.142143345,3.205762472,2.434103872,3.592904539,3.205762472,Low,
4516,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta brachyura,0.58887948,1.220576297,7.784969807,0.142143345,2.535563972,2.153661148,2.652953061,2.535563972,Low,
4517,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta moluccensis,0.609875843,1.298542855,7.99410308,0.142143345,2.70572533,2.250272182,2.861829394,2.70572533,Low,
4518,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta megarhyncha,0.736492134,1.618753954,9.177407751,0.193790565,3.655552987,3.083549744,4.413707081,3.655552987,Low,
4519,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta nympha,0.61974373,1.337424763,8.625415772,0.142143345,2.844189456,2.373364183,2.967230183,2.844189456,Low,
4520,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta elegans,0.7199637,1.4870397,8.416700816,0.142143345,3.435538306,2.472044911,4.058005321,3.435538306,Low,
4521,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta sordida,0.662446243,1.412108844,8.315794732,0.142143345,3.066488781,2.393421849,3.374599941,3.066488781,Low,
4522,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta novaeguineae,0.590499309,1.144208007,7.3,0.142143345,2.40646644,2.019212872,2.586206328,2.40646644,Low,
4523,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta rosenbergii,0.590499309,1.144208007,7.3,0.142143345,2.40646644,2.019212872,2.586206328,2.40646644,Low,
4524,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta steerii,0.747126087,1.489510664,8.48536105,0.142143345,3.583860975,2.483924239,4.444050649,3.583860975,Low,
4525,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta versicolor,0.682135347,1.504366893,9.22464514,0.193790565,3.256895345,3.000483976,3.650359977,3.256895345,Low,
4526,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta maxima,0.825529156,2.120152331,11.14998211,0.193790565,5.128407824,3.870048146,6.851769013,5.128407824,Low,
4527,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta morotaiensis,0.590499309,1.144208007,7.3,0.142143345,2.40646644,2.019212872,2.586206328,2.40646644,Low,
4528,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta anerythra,0.743785335,1.461765681,8.299879037,0.142143345,3.537977118,2.433757987,4.364742897,3.537977118,Low,
4529,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta superba,0.774261749,1.777394022,9.657235031,0.193790565,4.207328396,3.304432863,5.207303422,4.207328396,Low,
4530,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Pittidae,Pitta,Pitta iris,0.667614441,1.348753201,9,0.142143345,3.113767767,2.436327014,3.357307493,3.113767767,Low,
4531,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Philepittidae,Philepitta,Philepitta castanea,0.627838588,1.314933518,10.65136654,0.142143345,2.935821103,2.642045338,3.00193966,2.935821103,Low,
4532,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Philepittidae,Philepitta,Philepitta schlegeli,0.638775855,1.275861986,10.19292527,0.142143345,2.929826472,2.543363189,3.04422621,2.929826472,Low,
4533,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Philepittidae,Neodrepanis,Neodrepanis coruscans,0.558101834,1.017519755,8.086014303,0.142143345,2.20446861,2.022259214,2.280484567,2.20446861,Low,
4534,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Philepittidae,Neodrepanis,Neodrepanis hypoxantha,0.564150932,1.035370801,8.219492405,0.142143345,2.246809248,2.056545877,2.329743035,2.246809248,Low,
4535,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Eurylaimidae,Pseudocalyptomena,Pseudocalyptomena graueri,0.690959531,1.17430724,9.243466416,0.142143345,3.075014958,2.321284517,3.410129407,3.075014958,Low,
4536,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Eurylaimidae,Psarisomus,Psarisomus dalhousiae,0.587599009,1.172310205,8.908124187,0.142143345,2.521344284,2.271904681,2.59713464,2.521344284,Low,
4537,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Eurylaimidae,Corydon,Corydon sumatranus,0.751235801,1.709936463,11.52019356,0.193790565,4.235470684,3.611071729,4.729807506,4.235470684,Low,
4538,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Eurylaimidae,Cymbirhynchus,Cymbirhynchus macrorhynchos,0.704056859,1.444233522,7.339896087,0.142143345,3.166678813,2.28226272,3.823260982,3.166678813,Low,
4539,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Eurylaimidae,Cymbirhynchus,Cymbirhynchus affinis,0.590499309,1.144208007,5,0.142143345,2.199462596,1.692283179,2.586206328,2.199462596,Medium,
4540,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Eurylaimidae,Serilophus,Serilophus lunatus,0.607877667,1.152023397,8.419936831,0.142143345,2.550265746,2.185108924,2.702247946,2.550265746,Low,
4541,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Eurylaimidae,Serilophus,Serilophus rubropygius,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4542,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Eurylaimidae,Eurylaimus,Eurylaimus javanicus,0.737732384,1.584806197,10.59551921,0.193790565,3.896243199,3.330997363,4.397705461,3.896243199,Low,
4543,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Eurylaimidae,Eurylaimus,Eurylaimus harterti,0.590499309,1.144208007,9.97001009,0.142143345,2.534393376,2.398737037,2.586206328,2.534393376,Low,
4544,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Eurylaimidae,Eurylaimus,Eurylaimus ochromalus,0.689269192,1.339505954,8.788532653,0.142143345,3.230183611,2.398335526,3.557725629,3.230183611,Low,
4545,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Eurylaimidae,Sarcophanops,Sarcophanops samarensis,0.673959308,1.170057504,8.506632154,0.142143345,2.971339774,2.212902766,3.237159325,2.971339774,Low,
4546,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Eurylaimidae,Sarcophanops,Sarcophanops steerii,0.752397587,1.549543129,10.02632397,0.193790565,3.834580826,3.192263278,4.588275983,3.834580826,Low,
4547,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Sapayoidae,Sapayoa,Sapayoa aenigma,0.619585852,1.038645037,8.583799876,0.142143345,2.544603974,2.111138584,2.667359046,2.544603974,Low,
4548,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Calyptomenidae,Smithornis,Smithornis capensis,0.667335538,1.247463802,8.40092949,0.142143345,2.925950717,2.264281343,3.253495748,2.925950717,Low,
4549,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Calyptomenidae,Smithornis,Smithornis sharpei,0.715199953,1.425351003,9.203930516,0.142143345,3.473255415,2.531024314,3.936586379,3.473255415,Low,
4550,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Calyptomenidae,Smithornis,Smithornis rufolateralis,0.675288907,1.24720822,8.117377,0.142143345,2.965288184,2.223756991,3.326868945,2.965288184,Low,
4551,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Calyptomenidae,Calyptomena,Calyptomena viridis,0.699464797,1.56857837,11.64286697,0.193790565,3.675978354,3.52088045,3.895975593,3.675978354,Low,
4552,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Calyptomenidae,Calyptomena,Calyptomena hosii,0.687544995,1.5871085,12.08309972,0.193790565,3.606096581,3.621132569,3.787569315,3.621132569,Low,
4553,PASSERIFORMES,TYRANNI,OLD WORLD SUBOSCINES,Calyptomenidae,Calyptomena,Calyptomena whiteheadi,0.770088354,1.97823164,14.49941561,0.193790565,4.877152522,4.404718956,5.327728577,4.877152522,Low,
4554,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Thamnophilidae,Euchrepomis,Euchrepomis sharpei,0.588007346,0.912925113,6.728789072,0.142143345,2.165786451,1.73961147,2.340152857,2.165786451,Low,
4555,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Thamnophilidae,Euchrepomis,Euchrepomis callinota,0.602604877,0.901327584,6.431942174,0.142143345,2.115957671,1.687467642,2.417714782,2.115957671,Low,
4556,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Thamnophilidae,Euchrepomis,Euchrepomis spodioptila,0.597817961,0.888542874,6.342096726,0.142143345,2.087996213,1.663729261,2.374979122,2.087996213,Low,
4557,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Thamnophilidae,Euchrepomis,Euchrepomis humeralis,0.597331523,0.908648428,6.573437211,0.142143345,2.196848122,1.713860454,2.392080971,2.196848122,Low,
4558,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Thamnophilidae,Myrmorchilus,Myrmorchilus strigilatus,0.686707902,1.294502918,8.861042632,0.142143345,3.170042464,2.370036183,3.486412342,3.170042464,Low,
4559,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Thamnophilidae,Aprositornis,Aprositornis disjuncta,0.650490777,1.043971312,7.434025501,0.142143345,2.542270137,1.952274989,2.905126138,2.542270137,Low,
4560,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Thamnophilidae,Ammonastes,Ammonastes pelzelni,0.662146236,1.078169669,7.652581335,0.142143345,2.731076265,2.012678535,3.038030137,2.731076265,Low,
4561,PASSERIFORMES,TYRANNI,NEW WORLD SUBOSCINES,Thamnophilidae,Myrmophylax,Myrmophylax atrothorax,0.607894588,1.015809769,7.580875728,0.142143345,2.41412768,1.948990205,2.566144371,2.41412768,Low,
